,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
537,82.92,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Ethiopia,-,none,--,010/0357/0085,Belayneh Kindie,2000,"Blida,kercha,Guji,Oromia",-,250.0,60,Blossom Valley International,2016,2016-02-26,CQI Taiwan ICP CQI台灣合作夥伴,Ethiopian Heirlooms,Completed,Washed / Wet,Sample,7.58,7.58,7.5,7.5,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  82.92,,0.0,1,0.0,Bluish-Green,20,,2017-02-25,Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,2016-04-02
538,82.92,,,,,,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,佐佑品咖啡莊園,,誼鎂有限公司,123,宸嶧國際,775,台東太麻里,許文郎,11.0,2,Blossom Valley International,2014,2015-09-07,CQI Taiwan ICP CQI台灣合作夥伴,Typica,Completed,Natural / Dry,Sample,7.5,7.58,7.67,7.33,7.5,7.75,Sample,10.0,10.0,10.0,7.58,Sample  82.92,,0.0,0,0.0,Green,9,,2016-09-06,Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,2016-02-19
539,82.92,,,,,,Arabica,Renee A. Perrine,Philippines,Kalugmanan Agri Development Corp.,,Kalugmanan Agri Development Corp.,444,Hineleban Foundation,"1,200 masl","Bukidnon, Mindanao, Philppines",Hineleban Foundation,250.0,2,Torch Coffee Lab Yunnan,2015,2015-07-31,Renee A. Perrine,Other,Completed,Washed / Wet,Sample,7.58,7.58,7.67,7.58,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.92,,0.11,0,0.0,Blue-Green,1,,2016-07-30,Torch Coffee Lab Yunnan,云南省普洱市思茅区龙生路公园1号105栋306室 张富明 Long Shen Road Gong Yuan 1 Hao Building 105 Suite 306 18708858982,Marty Pollack - 18287988435,,,2015-12-03
542,82.92,,,,,,Arabica,Andrew Bowman,Mexico,FIECH (mixed producers),,,16,"Tony's Coffee and Teas, Inc.","1,300 meters",Chiapas,FIECH,275.0,2,Specialty Coffee Association,2015,2015-06-11,Andrew Bowman,Bourbon,Completed,Washed / Wet,Sample,7.75,7.67,7.42,7.42,7.75,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.92,,0.12,2,0.0,Bluish-Green,8,,2016-06-10,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2016-03-11
543,82.92,,,,,,Arabica,Expocaccer Coop dos Cafeic do Cerrado Ltda,Brazil,Fazenda Pantano,,,999,Expocaccer,11000 metros,Cerrado,GERSON NAIMEG,300.0,2,Brazil Specialty Coffee Association,2014/2015,2014-08-15,Expocaccer Coop dos Cafeic do Cerrado Ltda,Moka Peaberry,Completed,Semi-washed / Semi-pulped,Sample,7.08,7.5,7.5,7.83,7.75,7.67,Sample,10.0,10.0,10.0,7.58,Sample  82.92,,0.11,0,0.0,Green,16,,2015-08-15,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2014-12-15
546,82.92,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISION (154),11-11711-27,"SIEMBRAS VISION, S.A.",1500 MSNM,ANTIGUA,"SIEMBRAS VISION, S.A.",250.0,69,Asociacion Nacional Del Café,2014,2014-04-03,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.75,7.5,7.42,7.58,7.67,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.92,,0.1,0,0.0,Green,1,,2015-04-03,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-11-17
547,82.92,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,FINCA MEDINA,,BENEFICIO SIEMBRAS VISIÓN (154),11-11711-84 (S.V.S.A),"SIEMBRAS VISIÓN, S.A.",1500 MSNM,ANTIGUA,"SIEMBRAS VISIÓN, S.A.",26.0,69,Asociacion Nacional Del Café,2014,2014-03-07,Juan Luis Alvarado Romero,Caturra,Completed,Natural / Dry,Sample,7.67,7.83,7.42,7.5,7.33,7.5,Sample,10.0,10.0,10.0,7.67,Sample  82.92,,0.1,0,0.0,Green,2,,2015-03-07,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-05-21
548,82.92,,,,,,Arabica,Rob Tuttle,Guatemala,,,,11-049-0093,Thrive Farmers,,,,1.0,2,Specialty Coffee Association,2012,2013-12-27,Rob Tuttle,,Completed,Washed / Wet,Sample,7.58,7.58,7.25,7.58,7.58,7.58,Sample,10.0,10.0,10.0,7.75,Sample  82.92,,0.1,0,0.0,Green,4,,2014-12-27,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-03-26
549,82.92,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2864,Racafe & Cia S.C.A,1800 - 2000,Huila,,250.0,70,Almacafé,2013,2013-09-13,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.58,7.5,7.75,7.33,7.58,7.58,Sample,10.0,10.0,10.0,7.58,Sample  82.92,,0.11,0,0.0,Green,2,,2014-09-13,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-08-18
550,82.92,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,trilladora bonanza,3-68-0145,Exportadora de Cafe Condor S.A,1750 msnm,huila,,250.0,70,Almacafé,2013,2013-03-20,Exportadora de Cafe Condor S.A,Caturra,Completed,Natural / Dry,Sample,7.75,7.5,7.25,7.5,7.75,7.5,Sample,10.0,10.0,10.0,7.67,Sample  82.92,,0.0,0,0.0,Bluish-Green,0,,2014-03-20,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-10-11
552,82.92,,,,,,Arabica,Olam Agro Colombia,Colombia,,,Trilladora Europa,3-259.0267,Olam international Ltd,1450,Antioquia,,250.0,70,Almacafé,2013,2013-01-22,Olam Agro Colombia,Other,Completed,Washed / Wet,Sample,7.83,7.67,7.42,7.42,7.5,7.58,Sample,10.0,10.0,10.0,7.5,Sample  82.92,,0.11,3,0.0,Green,5,,2014-01-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2013-12-23
555,82.92,,,,,,Arabica,VERONICA LOPEZ CASTILLEJOS,Mexico,EL JABALI,,COMUNIDAD LA CUMBRE,1489,UNION DE EJIDOS SAN FERNANDO DE RI,1400 m,LA CUMBRE,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,100.0,1,AMECAFE,2012,2012-03-05,VERONICA LOPEZ CASTILLEJOS,Typica,Completed,Washed / Wet,Sample,8.0,7.92,7.67,7.17,7.67,7.42,Sample,9.33,10.0,10.0,7.75,Sample  82.92,,0.14,1,0.0,Green,4,,2013-03-05,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-02-21
556,82.92,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2200301,CQI,,Kona,,8.0,45.359,Specialty Coffee Association,2012,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.5,7.5,7.5,7.42,7.67,7.83,Sample,10.0,10.0,10.0,7.5,Sample  82.92,,0.1,0,0.0,Green,0,,2013-02-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-01-02
557,82.92,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-2759,,1050 - 1850 msnm,Cauca,,250.0,70,Almacafé,Abril - Julio /2011,2011-07-19,Racafe & Cia S.C.A,,Completed,,Sample,7.5,7.75,7.33,7.75,7.08,7.83,Sample,10.0,10.0,10.0,7.67,Sample  82.92,,0.15,0,0.0,,0,,2012-07-18,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-02-16
562,82.83,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,El Barbaro,1,Santa Adelaida,09-0488-1,Consejo Salvadoreño del Café,1250,El Bálsamo - Quezaltepec,"El Barbaro, S.A. de C.V.",275.0,69,Salvadoran Coffee Council,2016,2016-04-08,Consejo Salvadoreño del Café,Pacas,Completed,Washed / Wet,Sample,7.33,7.67,7.67,7.83,7.33,7.67,Sample,10.0,10.0,10.0,7.33,Sample  82.83,,0.0,0,0.0,Green,4,,2017-04-08,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,,2016-08-31
565,82.83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,,BENEFICIO IXCHEL,11/23/0578,"UNEX GUATEMALA, S.A.",4000PSN,ORIENTE,AMILCAR LAPOLA,80.0,69,Asociacion Nacional Del Café,2015,2015-07-20,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.58,7.58,7.33,7.67,7.67,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.83,,0.11,0,0.0,Green,2,,2016-07-19,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-04-12
566,82.83,,,,,,Arabica,Cafebras,Brazil,Santa Fé 2,,VIA SECA,002/1495/0695,Cafebras Comercio de Cafés do Brasil SA,900,Cerrado,Antonio Batista Francisquine,300.0,60,Brazil Specialty Coffee Association,2015,2015-05-26,Cafebras,Catuai,Completed,Natural / Dry,Sample,7.58,7.83,7.33,7.67,7.42,7.33,Sample,10.0,10.0,10.0,7.67,Sample  82.83,,0.12,2,0.0,Green,6,,2016-05-25,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-10-07
567,82.83,,,,,,Arabica,EssenceCoffee,Colombia,,,,3015388,Essence Coffee,1200-2000m,Huila,Mercedes Narvaez,100.0,24,Blossom Valley International,2014,2015-03-21,EssenceCoffee,Other,Completed,Washed / Wet,Sample,7.83,7.67,7.5,7.58,7.5,7.67,Sample,10.0,10.0,10.0,7.08,Sample  82.83,,0.0,0,0.0,,1,,2016-03-20,Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,,,2015-12-29
568,82.83,,,,,,Arabica,Joshua Marsceau,United States,"Kampung keling, Jumaraj, Gurusinga, Gongsol",,Pt. Olam Indonesia,015/1691/065,Olam Specialty Coffee,1200 m,Berastagi,PT. Olam Indonesia,300.0,60,Specialty Coffee Association,2014,2015-02-20,Joshua Marsceau,Other,Completed,Other,Sample,7.42,7.58,7.25,7.5,7.75,7.75,Sample,10.0,10.0,10.0,7.58,Sample  82.83,,0.0,0,0.0,,9,,2016-02-20,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-09-06
570,82.83,,,,,,Arabica,"Coffeebythebag.com , INC",Colombia,,,Trilladora Picaleña,3-320-0025,"Coffeebythebag.com , INC.",1800 mts,Santander,Mrs. Galeano,40.0,1,Almacafé,2013,2014-01-20,"Coffeebythebag.com , INC",Typica,Completed,Natural / Dry,Sample,7.5,7.42,7.58,7.5,7.58,7.58,Sample,10.0,10.0,10.0,7.67,Sample  82.83,,0.0,4,0.0,Green,4,,2015-01-20,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-08-10
571,82.83,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-1765,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,125.0,70,Almacafé,2013,2013-05-10,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.83,7.5,7.5,7.42,7.5,7.5,Sample,10.0,10.0,10.0,7.58,Sample  82.83,,0.11,0,0.0,Green,3,,2014-05-10,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-02-16
572,82.83,,,,,,Arabica,Edwin Agasso,"Tanzania, United Republic Of",BURKA COFFEE ESTATE,,RAFIKI (COFFEE) LIMITED,033/DE/006/007,TCB,"1,400 METER ABOVE SEA LEVEL",ARUSHA,BURKA COFFEE ESTATE,300.0,2,Tanzanian Coffee Board,2012,2013-04-19,Edwin Agasso,Arusha,Completed,Washed / Wet,Sample,7.67,7.5,7.33,7.25,7.58,7.75,Sample,10.0,10.0,10.0,7.75,Sample  82.83,,0.11,0,0.0,Green,5,,2014-04-19,Tanzanian Coffee Board,P.O.BOX 732,Carl Ulrick - +255 767 26 00 93,,,2013-08-08
573,82.83,,,,,,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,,,FINCA CUSTEPEC,2676,BENEFICIO CUSTEPEC S.A. DE C.V.,1550,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250.0,1,AMECAFE,2012,2012-08-30,ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Completed,Washed / Wet,Sample,7.58,7.67,7.5,7.58,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.83,,0.12,2,0.0,Green,10,,2013-08-30,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-04-05
574,82.83,,,,,,Arabica,ALFREDO BOJALIL,Mexico,SANTA ROSA,,,1104373099,ECOMTRADING,1250,TEOCELO,OLIVIA HERNANDEZ VIRUES,250.0,1,AMECAFE,2012,2012-07-11,ALFREDO BOJALIL,Bourbon,Completed,Washed / Wet,Sample,7.67,7.58,7.42,7.75,7.42,7.42,Sample,10.0,10.0,10.0,7.58,Sample  82.83,,0.12,0,0.0,Blue-Green,7,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-08-26
575,82.83,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,AGROPECUARIA QUIAGRAL,,BENEFICIO IXCHEL,11/23/0934,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250.0,1,Asociacion Nacional Del Café,2012,2012-07-09,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.33,7.5,7.33,7.92,Sample,10.0,10.0,10.0,7.42,Sample  82.83,,0.11,0,0.0,Green,10,,2013-07-09,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2012-07-21
577,82.83,,,,,,Arabica,The Coffee Source Inc.,El Salvador,Several Farms,,La Majada Cooperative,9-29-1991,,1200 mts,Santa Ana,La Majada Cooperative,250.0,69,Specialty Coffee Association,2010-2011,2011-08-23,The Coffee Source Inc.,,Completed,,Sample,7.75,7.58,7.75,7.75,7.25,7.5,Sample,10.0,10.0,10.0,7.25,Sample  82.83,,0.0,1,0.0,,3,,2012-08-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2011-12-11
589,82.75,,,,,,Arabica,Ipanema Coffees,Brazil,Capoeirinha,260/15,Dry mill,002/1660/0048,Ipanema Coffees,905,South of Minas Gerais,Ipanema Agricola,320.0,60,Brazil Specialty Coffee Association,2015,2016-04-25,Ipanema Coffees,Yellow Bourbon,Completed,Pulped natural / honey,Sample,7.5,7.5,7.58,7.5,7.58,7.58,Sample,10.0,10.0,10.0,7.5,Sample  82.75,,0.11,0,2.0,Bluish-Green,1,,2017-04-25,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-09-15
591,82.75,,,,,,Arabica,Yunnan Coffee Exchange,China,Pu'er Lingdu Yunlin Coffee Co.LTD,YNC-16014,Pu'er Lingdu Yunlin Coffee Co.LTD Mill,5300343627999,Yunnan Coffee Exchange,1500,Menglian,Pu'er Lingdu Yunlin Coffee Co.LTD,3.0,60,Yunnan Coffee Exchange,2015,2016-04-05,Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,Sample,7.5,7.67,7.42,7.67,7.5,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.75,,0.11,0,0.0,Green,2,,2017-04-05,Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,,,2016-05-18
592,82.75,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0127,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,250.0,70,Almacafé,2014,2014-11-07,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.5,7.58,7.58,7.75,7.33,7.5,Sample,10.0,10.0,10.0,7.5,Sample  82.75,,0.0,0,0.0,Blue-Green,2,,2015-11-07,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2015-06-08
593,82.75,,,,,,Arabica,AFCA,Malawi,Msese,,Mzuzu Coffee Planters Coop Union,C21,Mzuzu Coffee Planters Coop Union,1442 M,South of Mzuzu,Mzuzu Coffee Planters Coop Union,29.0,60,Africa Fine Coffee Association,2014,2014-11-04,AFCA,Gesha,Completed,Washed / Wet,Sample,7.75,7.58,7.42,7.5,7.33,7.5,Sample,10.0,10.0,10.0,7.67,Sample  82.75,,0.12,0,0.0,Bluish-Green,0,,2015-11-04,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2014-12-01
594,82.75,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL MORITO,,EL MORITO,11/972/34,"Armajaro Guatemala, S. A.",5000 FT.,JALAPA,ROBERTO MONTERROSO,250.0,69,Asociacion Nacional Del Café,2014,2014-06-16,Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,Sample,7.75,7.42,7.25,7.75,7.5,7.67,Sample,10.0,10.0,10.0,7.42,Sample  82.75,,0.13,0,0.0,Green,2,,2015-06-16,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-07-21
595,82.75,,,,,,Arabica,Coffee Export,Colombia,,,Trilladora Mercedes,3-201-1817,Coffee Export,1.65,Huila,,275.0,1,Almacafé,2014,2014-05-27,Coffee Export,Typica,Completed,Washed / Wet,Sample,7.67,7.42,7.42,7.58,7.33,7.67,Sample,10.0,10.0,10.0,7.67,Sample  82.75,,0.12,0,0.0,Green,0,,2015-05-27,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2014-12-05
596,82.75,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP010914,Kona Pacific Farmers Cooperative,,KONA,,10.0,36.287,Specialty Coffee Association,2013,2014-02-05,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.67,7.58,7.42,7.83,7.33,7.5,Sample,10.0,10.0,10.0,7.42,Sample  82.75,,0.1,6,0.0,Blue-Green,0,,2015-02-05,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-12-09
597,82.75,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KF010914,Kona Pacific Farmers Cooperative,,KONA,,6.0,45.359,Specialty Coffee Association,2013,2014-02-04,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.58,7.83,7.75,7.75,7.42,8.0,Sample,9.33,9.33,10.0,7.75,Sample  82.75,,0.1,0,0.0,Green,0,,2015-02-04,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-10-26
598,82.75,,,,,,Arabica,The Coffee Source Inc.,Colombia,several,,Antioquia,3-332-0028,The Coffee Source Inc.,1300,Antioquia,several,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-01-21,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.58,7.33,7.17,7.33,7.25,8.58,Sample,10.0,10.0,10.0,7.5,Sample  82.75,,0.1,0,0.0,Green,2,,2015-01-21,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-09-15
600,82.75,,,,,,Arabica,SERGIO DE LA VEQUIA BERNARDI,Mexico,TLAMATOCA,,CAFETALERA LA CUCHILLA,1104289425,,1200,HUATUSCO,FRANCISCO R. DE LA VEQUIA BERNARDI,250.0,1,AMECAFE,2012,2012-07-11,SERGIO DE LA VEQUIA BERNARDI,Typica,Completed,Washed / Wet,Sample,7.58,7.58,7.33,7.75,7.25,7.58,Sample,10.0,10.0,10.0,7.67,Sample  82.75,,0.12,0,0.0,,0,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-05-25
601,82.75,,,,,,Arabica,ROMULO BELLO FLORES,Mexico,,,,1302910536,CAFE SHUNUC,1200,ATOYAC DE ALVAREZ,ROMULO BELLO FLORES,21.0,1,AMECAFE,2012,2012-06-06,ROMULO BELLO FLORES,Typica,Completed,Natural / Dry,Sample,8.08,8.17,8.0,8.0,7.83,7.92,Sample,6.67,10.0,10.0,8.08,Sample  82.75,,0.12,1,0.0,,4,,2013-06-06,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-11-27
602,82.75,,,,,,Arabica,Elsy Reyes,Colombia,Supply Chain ECOM CCA S.A.,,South Huila,3-79-0334,ECOM CCA S.A.,1400 thru 1850,South huila,Supply Chain ECOM CCA S.A.,250.0,70,Almacafé,2012,2012-04-11,,Caturra,Completed,Washed / Wet,Sample,7.5,7.58,7.42,7.67,7.5,7.58,Sample,10.0,10.0,10.0,7.5,Sample  82.75,,0.0,0,0.0,Blue-Green,0,,2013-04-11,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-10-07
603,82.75,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,,,3-37-0767,C.I.Racafe & Cia S.C.A,DE 1.600 A 1.950 MSNM,HUILA,LA PLATA,100.0,70,Almacafé,2012,2012-03-05,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.58,7.58,7.58,7.5,7.42,Sample,10.0,10.0,10.0,7.42,Sample  82.75,,0.11,0,0.0,Green,3,,2013-03-05,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2012-06-25
604,82.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2135401,CQI,,Kona,,6.0,45.359,Specialty Coffee Association,2012,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.25,7.75,7.5,7.83,7.67,7.67,Sample,9.33,10.0,10.0,7.75,Sample  82.75,,0.12,0,0.0,Green,0,,2013-02-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-11-04
605,82.75,,,,,,Arabica,Rachel Peterson,Panama,Hacienda La Esmeralda,,Hacienda La Esmeralda,29,Hacienda La Esmeralda,1100,"Boquete, Panama",Price Peterson,300.0,2,Specialty Coffee Association,2012,2012-02-23,Rachel Peterson,Catuai,Completed,Washed / Wet,Sample,7.42,7.42,7.5,7.58,7.5,7.75,Sample,10.0,10.0,10.0,7.58,Sample  82.75,,0.0,0,0.0,Green,4,,2013-02-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-09-04
606,82.75,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,HDOA 210688,,,Kona,,14.0,1,Specialty Coffee Association,,2010-06-29,Kona Pacific Farmers Cooperative,,Completed,,Sample,7.75,7.67,7.5,7.83,7.17,7.42,Sample,10.0,10.0,10.0,7.42,Sample  82.75,,0.0,0,0.0,,2,,2011-06-29,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2010-07-17
610,82.67,,,,,,Arabica,Consejo Salvadoreño del Café,El Salvador,El Barbaro,1,Santa Adelaida,09-0488-001,Consejo Salvadoreño del Café,1200,"El Balsamo, Quezaltepec","El Barbaro, S.A. de C.V.",275.0,69,Salvadoran Coffee Council,2016,2016-03-29,Consejo Salvadoreño del Café,Pacas,Completed,Washed / Wet,Sample,7.67,7.67,7.67,7.67,7.5,7.67,Sample,10.0,10.0,9.33,7.5,Sample  82.67,,0.0,0,0.0,Green,7,,2017-03-29,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,,,2016-10-29
612,82.67,,,,,,Arabica,Federacion Nacional de Cafeteros,Colombia,,,,6894-01-03 00:00:00,Federacion Nacional de Cafeteros,,Huila,,1.0,2,Almacafé,2015,2015-11-03,Federacion Nacional de Cafeteros,,Completed,Washed / Wet,Sample,7.75,7.5,7.33,7.58,7.33,7.75,Sample,10.0,10.0,10.0,7.42,Sample  82.67,,0.0,1,0.0,Green,9,,2016-11-02,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2016-07-23
