,quality_score,view_certificate_1,view_certificate_2,Cupping Protocol and Descriptors,View Green Analysis Details,Request a Sample,Species,Owner,Country of Origin,Farm Name,Lot Number,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,In-Country Partner,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,NA,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,NA.1,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,NA.2,Moisture,Category One Defects,Quakers,Color,Category Two Defects,NA.3,Expiration,Certification Body,Certification Address,Certification Contact,Unnamed: 51,Notes,Export Date
970,81.25,,,,,,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,Cafetales Santa Matilde,,San Carlos,017/001/1214,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",1100,Jinotega,Rolando Lacayo,275.0,69,Asociación de Cafés Especiales de Nicaragua,2015,2015-07-06,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Completed,Washed / Wet,Sample,7.08,7.5,7.33,7.17,7.42,7.25,Sample,10.0,10.0,10.0,7.5,Sample  81.25,,0.1,0,0.0,Green,4,,2016-07-05,Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,,,2015-10-01
973,81.25,,,,,,Arabica,Shangrilla Estate Ltd,"Tanzania, United Republic Of",Shangrilla Estate,,Shangrilla Estate Ltd,C38,Shangrilla Estate Ltd,1700,Karatu Ngorogoro,Shangrilla Estate,100.0,60,Africa Fine Coffee Association,2014,2014-12-17,Shangrilla Estate Ltd,Other,Completed,Washed / Wet,Sample,7.33,7.17,7.17,7.5,7.25,7.42,Sample,10.0,10.0,10.0,7.42,Sample  81.25,,0.13,0,0.0,Green,5,,2015-12-17,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-09-01
976,81.25,,,,,,Arabica,ALFREDO BOJALIL,Mexico,FINCA CHANJUL,,"AGROINDUSTRIAS UNIDAS DE MEXICO, S.S. DE C.V. SUCURSAL TUXTLA",1507169991,ECOMTRADING,1500,MOTOZINTLA,FRANCISCO J. CONTRERAS MARTINEZ DE ESCOBAR,250.0,1,AMECAFE,2012,2012-07-26,ALFREDO BOJALIL,Typica,Completed,Washed / Wet,Sample,7.42,7.42,7.33,7.33,7.5,7.42,Sample,9.33,10.0,10.0,7.5,Sample  81.25,,0.12,0,0.0,Green,1,,2013-07-26,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-04-23
977,81.17,,,,,,Arabica,"Exportadora Atlantic, S.A.",Nicaragua,LAS PROMESAS DE SAN BLASS,017-053-0134,BENEFICIO ATLANTIC PLANTA PROCEDORA CONDEGA,017-053-0134,Exportadora Atlantic S.A,1200,"DIPILTO, NUEVA SEGOVIA",GONZALO CASTILLO,275.0,69,Instituto Hondureño del Café,2016,2017-03-08,"Exportadora Atlantic, S.A.",,Completed,Washed / Wet,Sample,7.33,7.5,7.17,7.17,7.58,7.17,Sample,10.0,10.0,10.0,7.25,Sample  81.17,,0.09,0,0.0,Green,7,,2018-03-08,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2017-08-27
978,81.17,,,,,,Arabica,Immaculata John,"Tanzania, United Republic Of",Mviwambi Coffee Farmers,,,A057,Mviwambi Coffee Farm,100/2000,"Ruvuma, Mbinga",Immaculata John,100.0,60,Africa Fine Coffee Association,2015/2016,2015-11-16,Immaculata John,Bourbon,Completed,Washed / Wet,Sample,7.67,7.17,7.17,7.33,7.5,7.17,Sample,10.0,10.0,10.0,7.17,Sample  81.17,,0.12,0,0.0,Green,2,,2016-11-15,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2016-03-09
981,81.17,,,,,,Arabica,Elsy Reyes,Honduras,Los Hicaques,,CIGRAH,13-111-037,CIGRAH,1450 mals,Central Region,Reinerio Zepeda,275.0,1,Instituto Hondureño del Café,2015,2015-03-11,,Catuai,Completed,Natural / Dry,Sample,7.42,7.33,7.0,7.42,7.33,7.33,Sample,10.0,10.0,10.0,7.33,Sample  81.17,,0.13,0,0.0,Green,1,,2016-03-10,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2015-12-12
985,81.17,,,,,,Arabica,AFCA,Malawi,Makoka Valley Estate,,R.W.J. Wallace Ltd,C16,R.W.J Wallace Ltd,990-1000M,Southern- Zomba,R.W.J. Wallace Ltd,300.0,60,Africa Fine Coffee Association,2014,2014-11-04,AFCA,Caturra,Completed,Washed / Wet,Sample,7.58,7.25,7.33,7.08,7.33,7.33,Sample,10.0,10.0,10.0,7.25,Sample  81.17,,0.12,0,0.0,Green,12,,2015-11-04,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-10-08
986,81.17,,,,,,Arabica,Eric Thormaehlen,Costa Rica,VARIOS,,CORICAFE SA,5-0048-0126,CORICAFE S.A.,1200-1400,CENTRAL VALLEY - WEST VALLEY,VARIOS,250.0,1,Specialty Coffee Association of Costa Rica,2014,2014-05-09,Eric Thormaehlen,Catuai,Completed,Washed / Wet,Sample,7.33,7.08,7.33,7.25,7.33,7.58,Sample,10.0,10.0,10.0,7.25,Sample  81.17,,0.11,0,0.0,Green,3,,2015-05-09,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-01-10
987,81.17,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,JULIANA,,,002/454-2/0379,BOURBON SPECIALTY COFFEES,,MONTE CARMELO,JOSE RENATO BAIARDI,300.0,1,NUCOFFEE,2013,2014-02-04,BOURBON SPECIALTY COFFEES,Catuai,Completed,Natural / Dry,Sample,7.42,7.42,7.17,7.42,7.33,7.25,Sample,10.0,10.0,10.0,7.17,Sample  81.17,,0.11,0,0.0,Green,3,,2015-02-04,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2014-03-05
989,81.17,,,,,,Arabica,The Coffee Source Inc.,Guatemala,Finca Quequesquez,,Finca Quequesquez,11-183-25,The Coffee Source Inc.,1450,Oriente,Finca Quequesquez,250.0,1,Specialty Coffee Association,2012,2012-08-20,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.42,7.25,7.33,7.25,7.25,7.42,Sample,10.0,10.0,10.0,7.25,Sample  81.17,,0.12,0,0.0,Green,4,,2013-08-20,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-02-22
990,81.17,,,,,,Arabica,NUCOFFEE,Brazil,Fazenda São Sebastião,,,002/1251/0182,NUCOFFEE,1000m,South of Minas Gerais,Bruno de Andrade Frota,17.0,60,NUCOFFEE,2012,2012-01-23,NUCOFFEE,Mundo Novo,Completed,Natural / Dry,Sample,7.42,7.33,7.25,7.42,7.5,7.17,Sample,10.0,10.0,10.0,7.08,Sample  81.17,,0.12,0,0.0,Green,1,,2013-01-22,NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,,,2012-01-29
992,81.08,,,,,,Arabica,KERCHANSHE,Ethiopia,,1,dry mill,010/0475/0522,KERCHANSHE TRADING PLC,0,sidamo,Kerchanshe trading plc,300.0,60,Specialty Coffee Institute of Asia,2016,2017-07-14,KERCHANSHE,,Completed,Natural / Dry,Sample,7.42,7.33,7.17,7.33,7.42,7.17,Sample,10.0,10.0,10.0,7.25,Sample  81.08,,0.11,0,0.0,,1,,2018-07-14,Specialty Coffee Institute of Asia,"3F, 259-1 Ulgiro-3-ga, Joong-gu, Seoul, South Korea, Zip code:100-847","Sung-Yong Steven Kil - 82-10-7912-1456-English, 82-2269-1456-Korean",,,2018-03-17
994,81.08,,,,,,Arabica,Rolando Lacayo,Nicaragua,CAFETALES SANTA MATILDE,,BENEFICIO SAN CARLOS,017/001/652,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","1,100 m.o.s.l.",JINOTEGA,ROLANDO LACAYO,275.0,69,Asociación de Cafés Especiales de Nicaragua,2015,2015-03-28,Rolando Lacayo,Other,Completed,Washed / Wet,Sample,7.33,7.33,7.33,7.42,7.33,7.33,Sample,10.0,10.0,10.0,7.0,Sample  81.08,,0.11,0,0.0,,1,,2016-03-27,Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,,,2015-08-06
996,81.08,,,,,,Arabica,Taylor Winch (T) Ltd,"Tanzania, United Republic Of",Mwalyego Amcos,,Taylor Winch (T) Ltd,C006,Taylor Winch(T) Ltd,1456,"Iwala Village, Mbeya Rural",Taylor Winch (T) ltd,54.0,60,Africa Fine Coffee Association,2014,2015-01-02,Taylor Winch (T) Ltd,Other,Completed,Washed / Wet,Sample,7.42,7.33,7.33,7.25,7.25,7.33,Sample,10.0,10.0,10.0,7.17,Sample  81.08,,0.13,0,0.0,Green,2,,2016-01-02,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-12-13
997,81.08,,,,,,Arabica,The Coffee Source Inc.,Costa Rica,Santa Laura,,La Eva,5-545-0005,The Coffee Source Inc.,1500 mts,Naranjo,Several,250.0,1,Specialty Coffee Association of Costa Rica,2014,2014-12-18,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.42,7.25,7.17,7.25,7.25,7.58,Sample,10.0,10.0,10.0,7.17,Sample  81.08,,0.13,0,0.0,Green,0,,2015-12-18,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2015-02-03
1000,81.08,,,,,,Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,CAFETAL SINAI,,CAFETAL SINAI,"1405833052, 1405833062",,1300,SANTO REYES NOPALA,"DIEGO MANUEL WOOLRICH RAMIREZ, ALFREDO FERNANDO WOOLRICH RAMIREZ",30.0,1,AMECAFE,2012,2012-09-04,DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Completed,Washed / Wet,Sample,7.33,7.25,7.33,7.42,7.25,7.42,Sample,10.0,10.0,10.0,7.08,Sample  81.08,,0.12,0,0.0,Green,2,,2013-09-04,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-11-27
1001,81.08,,,,,,Arabica,GERARDO HERNANDEZ VALDERRABANO,Mexico,,,SANTA MARIA SILTEPEC,1955,COMERCIALIZADORA PROFESIONAL MEXICANA S.A. DE C.V.,1642,SANTA MARIA SITEPEC,ETMAR DIDIER ROBLERO LOPEZ,40.0,1,AMECAFE,2012,2012-08-30,GERARDO HERNANDEZ VALDERRABANO,Typica,Completed,Washed / Wet,Sample,7.33,7.33,7.25,7.42,7.25,7.25,Sample,10.0,10.0,10.0,7.25,Sample  81.08,,0.11,0,0.0,Green,5,,2013-08-30,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-04-11
1003,81.08,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2200304,KPFC,,,,2.0,45.359,Specialty Coffee Association,2012,2012-02-13,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.42,7.42,7.25,7.58,6.92,7.17,Sample,10.0,10.0,10.0,7.33,Sample  81.08,,0.06,0,0.0,Blue-Green,0,,2013-02-12,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2012-05-14
1004,81,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,43104350 - K25247,DRY MILL,002/4542/0044,BOURBON SPECIALTY COFFEES,,GRAMA VALLEY,GABRIEL CARVALHO DIAS,300.0,59,Brazil Specialty Coffee Association,,2018-01-16,BOURBON SPECIALTY COFFEES,Bourbon,Completed,Pulped natural / honey,Sample,7.25,7.25,7.17,7.5,7.33,7.17,Sample,10.0,10.0,10.0,7.33,Sample  81.00,,0.11,0,6.0,Green,9,,2019-01-16,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2018-05-31
1006,81,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,CACHOEIRA DA GRAMA FARM,43103820 - K24258 - 030/16,DRY MILL,002/4542/0966,BOURBON SPECIALTY COFFEES,,GRAMA VALLEY,GABRIEL DE CARVALHO DIAS,300.0,59,Brazil Specialty Coffee Association,2016 / 2017,2016-09-09,BOURBON SPECIALTY COFFEES,Yellow Bourbon,Completed,Pulped natural / honey,Sample,7.33,7.17,7.17,7.67,7.33,7.17,Sample,10.0,10.0,10.0,7.17,Sample  81.00,,0.11,0,2.0,Bluish-Green,3,,2017-09-09,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2017-03-21
1007,81,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,CHAPULTEPEC,11/23/0506,BENEFICIO IXCHEL,11/23/0506,"UNEX GUATEMALA, S.A.",3280,NORTE,CHAPULTEPEC,120.0,69,Asociacion Nacional Del Café,2016,2016-08-02,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.42,7.25,7.17,7.5,7.25,7.17,Sample,10.0,10.0,10.0,7.25,Sample  81.00,,0.09,0,0.0,Green,8,,2017-08-02,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-12-28
1008,81,,,,,,Arabica,Racafe & Cia S.C.A,Colombia,,3-37-4378,Bachue,3-37-4378,Racafe & Cia S.C.A,1600,Guayatá,,43.0,70,Almacafé,2016,2016-07-22,Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,Sample,7.67,7.5,7.42,5.25,7.67,7.75,Sample,10.0,10.0,10.0,7.75,Sample  81.00,,0.0,0,4.0,Green,4,,2017-07-22,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2017-07-05
1009,81,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,,BENEFICIO IXCHEL,11/23/0706,"UNEX GUATEMALA, S.A.",4000PSN,ORIENTE,AMILCAR LAPOLA,250.0,69,Asociacion Nacional Del Café,2015,2015-07-23,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.5,7.25,7.0,7.25,7.5,7.25,Sample,10.0,10.0,10.0,7.25,Sample  81.00,,0.11,0,0.0,Green,1,,2016-07-22,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2016-04-25
1011,81,,,,,,Arabica,Mayra Yessenia Torres,Honduras,EL CERRON,,,13-132-92,"OLAM HONDURAS, S.A.","1350 ,SNN","SAN MARCOS, OCOTEPEQUE",NELSON MELGAR & REGINO MELGAL,275.0,18975,Instituto Hondureño del Café,2014,2015-01-26,Mayra Yessenia Torres,Caturra,Completed,Natural / Dry,Sample,7.42,7.25,7.25,7.33,7.25,7.17,Sample,10.0,10.0,10.0,7.33,Sample  81.00,,0.12,0,0.0,Green,1,,2016-01-26,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,2015-12-29
1012,81,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,,,,002/4542/0275,BOURBON SPECIALTY COFFEES,,CERRADO - CAMPOS ALTOS,,300.0,60,Brazil Specialty Coffee Association,2014,2015-01-15,BOURBON SPECIALTY COFFEES,Mundo Novo,Completed,Natural / Dry,Sample,7.67,7.75,7.83,7.75,7.83,7.75,Sample,10.0,6.67,10.0,7.75,Sample  81.00,,0.12,0,0.0,Green,0,,2016-01-15,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-06-25
1013,81,,,,,,Arabica,Mlimani Ngarashi,"Tanzania, United Republic Of",Rural Cooperative Society,,Rafiki Ltd,C23,Mlimani Ngarashi,1525 M,Arusha,Mlimani Ngarashi,1.0,60,Africa Fine Coffee Association,2014,2014-12-15,Mlimani Ngarashi,Other,Completed,Washed / Wet,Sample,7.33,7.33,7.08,7.42,7.17,7.33,Sample,10.0,10.0,10.0,7.33,Sample  81.00,,0.12,0,0.0,Green,5,,2015-12-15,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-01-08
1016,81,,,,,,Arabica,Doi Tung Development Project,Thailand,Doi Tung Development Project,,Doi Tung Development Project,10589010,Doi Tung Development Project,800++,Thailand,Doi Tung Development Project,2.0,1,Specialty Coffee Association,2012,2013-05-29,Doi Tung Development Project,,Completed,Washed / Wet,Sample,7.33,7.42,7.25,7.42,7.25,7.17,Sample,10.0,10.0,10.0,7.17,Sample  81.00,,0.0,0,0.0,Green,3,,2014-05-29,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-11-22
1017,81,,,,,,Arabica,ALEJANDRO GARCIA PALACIOS,Mexico,FINCA EL GAVILANCILLO,,FINCA LA FORTUNA,1506558878,INDUSTRIALIZADORA DE KAFFEE ANDES S.A. DE C.V.,950,"MOTOZINTLA, CHIAPAS",MARTHA PALACIOS,10.0,1,AMECAFE,2012,2012-09-11,ALEJANDRO GARCIA PALACIOS,Other,Completed,Washed / Wet,Sample,7.08,7.33,7.33,7.33,7.42,7.25,Sample,10.0,10.0,10.0,7.25,Sample  81.00,,0.12,0,0.0,Green,12,,2013-09-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-06-10
1020,80.92,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,11/23/0689,BENEFICIO IXCHELL,11/23/0689,"UNEX GUATEMALA, S.A.",1901,ORIENTE,"AGRICOLA EL PILAR, S.A.",25.0,69,Asociacion Nacional Del Café,2017,2017-08-23,Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,Sample,7.67,7.67,7.33,7.58,7.67,7.5,Sample,9.33,9.33,9.33,7.5,Sample  80.92,,0.1,0,0.0,Green,2,,2018-08-23,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2018-02-26
1024,80.92,,,,,,Arabica,Eileen Koyanagi,United States (Hawaii),,,,KP121714,Kona Pacific Farmers Cooperative,,KONA,,7.0,45.359,Specialty Coffee Association,2014,2015-01-13,Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,Sample,7.42,7.08,7.17,7.17,7.58,7.25,Sample,10.0,10.0,10.0,7.25,Sample  80.92,,0.1,2,0.0,Bluish-Green,5,,2016-01-13,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2015-09-04
1025,80.92,,,,,,Arabica,Karatu Estate,"Tanzania, United Republic Of",Karatu Estate,,Karatu Estate,C002,Karatu Estate,1700,"Manyara, Karatu",Karatu Estate,250.0,60,Africa Fine Coffee Association,2014,2014-12-18,Karatu Estate,Other,Completed,Washed / Wet,Sample,7.33,7.17,7.17,7.25,7.42,7.33,Sample,10.0,10.0,10.0,7.25,Sample  80.92,,0.12,0,0.0,Green,0,,2015-12-18,Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,,,2015-08-31
1026,80.92,,,,,,Arabica,Jacques Pereira Carneiro,Brazil,SERTAO FARM,,CAFECO 3,002/135-2/0075,Exportadora de Cafés Carmo de Minas LTDA,1200,MANTIQUEIRA DE MINAS,NAZARETH DIAS PEREIRA,300.0,60,Brazil Specialty Coffee Association,2014/2015,2014-12-16,Jacques Pereira Carneiro,Yellow Bourbon,Completed,Natural / Dry,Sample,7.25,7.33,7.25,7.25,7.25,7.33,Sample,10.0,10.0,10.0,7.25,Sample  80.92,,0.12,0,0.0,Green,8,,2015-12-16,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2015-07-26
1029,80.92,,,,,,Arabica,Chris Finch,Nicaragua,,,,17/009/0057,Volcafe Specialty Coffee,"Between 700 and 1,400 meters","Matagalpa, Jinotega and Nueva Segovia",,275.0,0.454,Specialty Coffee Association,2013,2014-07-16,Chris Finch,Caturra,Completed,Washed / Wet,Sample,7.33,7.08,7.25,7.0,7.5,7.42,Sample,10.0,10.0,10.0,7.33,Sample  80.92,,0.1,1,0.0,Green,3,,2015-07-16,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2014-11-24
1030,80.92,,,,,,Arabica,Juan Luis Alvarado Romero,Guatemala,EL MORITO,,EL MORITO,11/972/29,"Armajaro Guatemala, S. A.",5000 FT.,JALAPA,ROBERTO MONTERROSO,250.0,69,Asociacion Nacional Del Café,2014,2014-06-10,Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,Sample,7.58,7.42,6.92,7.5,7.25,7.17,Sample,10.0,10.0,10.0,7.08,Sample  80.92,,0.12,2,0.0,Green,5,,2015-06-10,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,2014-09-04
1034,80.92,,,,,,Arabica,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Mexico,"OLOTLAN, EL PLAN, CRIOLLO GARNICA",,"IXHUATLAN DEL CAFÉ, VER.",1104386282,,1186,IXHUATLAN DEL CAFE,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,60.0,1,AMECAFE,2012,2012-07-11,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Typica,Completed,Washed / Wet,Sample,7.58,7.33,7.08,7.5,7.17,7.25,Sample,10.0,10.0,10.0,7.0,Sample  80.92,,0.13,0,0.0,Green,12,,2013-07-11,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2012-12-16
1037,80.83,,,,,,Arabica,The Coffee Source Inc.,Guatemala,several,,several,11-873-054,The Coffee Source Inc.,1200,Orient,several,250.0,1,Specialty Coffee Association of Costa Rica,2013,2014-05-26,The Coffee Source Inc.,Caturra,Completed,Washed / Wet,Sample,7.67,7.25,7.08,7.33,7.17,7.25,Sample,10.0,10.0,10.0,7.08,Sample  80.83,,0.11,0,0.0,Green,1,,2015-05-26,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,,,2014-08-31
1038,80.83,,,,,,Arabica,LUIS ROBERTO FERMOSO BELTRAN,Mexico,LA VICTORIA PANTE NUBES,,PREDIO SANTO DOMINGO,1506717737,PRODUCTORA RURAL LA VICTORIA S.P.R. DE R.L.,1210,MOTOZINTLA,DOMINGO MUGUIRA REVUELTA,15.0,1,AMECAFE,2012,2012-08-30,LUIS ROBERTO FERMOSO BELTRAN,Catuai,Completed,Semi-washed / Semi-pulped,Sample,7.17,7.08,7.25,7.42,7.25,7.33,Sample,10.0,10.0,10.0,7.33,Sample  80.83,,0.13,0,0.0,Green,7,,2013-08-30,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-07-31
1040,80.83,,,,,,Arabica,CHRISTINA DUSING,Mexico,SELVA NEGRA,,ECC BENEFICIO VERACRUZ,1201255296,,100,VERACRUZ,MOISES GUILLERMO CARRERA MONTES,100.0,1,AMECAFE,2012,2012-07-03,CHRISTINA DUSING,Bourbon,Completed,Washed / Wet,Sample,7.5,7.17,7.33,7.25,7.17,7.17,Sample,10.0,10.0,10.0,7.25,Sample  80.83,,0.13,0,0.0,Green,1,,2013-07-03,AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,,,2013-06-16
1041,80.83,,,,,,Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,2200303,CQI,,Kona,,7.0,45.359,Specialty Coffee Association,2012,2012-02-23,Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Washed / Wet,Sample,7.42,7.33,7.0,7.25,7.33,7.5,Sample,10.0,10.0,10.0,7.0,Sample  80.83,,0.1,2,0.0,Blue-Green,0,,2013-02-22,Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,2013-01-10
1042,80.83,,,,,,Arabica,Exportadora de Cafe Condor S.A,Colombia,,,Trilladora Bonanza - Armenia Quindio,3-068-0123,,1800 m.s.n.m,Huila,Exportadora de Café Cóndor S.A,250.0,70,Almacafé,4T/2010,2011-01-25,Exportadora de Cafe Condor S.A,,Completed,,Sample,7.33,7.33,7.0,6.83,7.33,7.67,Sample,10.0,10.0,10.0,7.33,Sample  80.83,,0.01,0,0.0,,1,,2012-01-25,Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,2011-07-31
1043,80.75,,,,,,Arabica,BOURBON SPECIALTY COFFEES,Brazil,CASTELHANA FARM,,,002/4542/0021,BOURBON SPECIALTY COFFEES,,MONTE CARMELO,DIOGO TUDELA NETO,320.0,60,Brazil Specialty Coffee Association,2015/2016,2015-10-08,BOURBON SPECIALTY COFFEES,,Completed,Natural / Dry,Sample,7.17,7.25,7.08,7.17,7.25,7.58,Sample,10.0,10.0,10.0,7.25,Sample  80.75,,0.0,0,0.0,Green,1,,2016-10-07,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,,,2016-05-01
